,SMILES,RT,Speed,i-PrOH_proportion,Literature
1136,CC(C)(C)C(=O)OC[C@]1(CCSC1)CC2CC2,9.2,1.0,0.01,10.1002/anie.201910917
1137,CC(C)(C)C(=O)OC[C@@]1(CCSC1)CC2CC2,10.1,1.0,0.01,10.1002/anie.201910917
1138,C[C@H](CCC=C(C)C)C/C=C/C(C)CC(=O)c1ccc2ccccc2c1,9.63,0.5,0.02,10.1021/jacs.8b09346
1139,C[C@@H](CCC=C(C)C)C/C=C/C(C)CC(=O)c1ccc2ccccc2c1,10.12,0.5,0.02,10.1021/jacs.8b09346
1140,CC(C)(C)OC(=O)N1CC[C@H](C1)C(O)=O,8.45,1.0,0.15,10.1002/anie.201301341
1141,CC(C)(C)OC(=O)N1CC[C@@H](C1)C(O)=O,10.13,1.0,0.15,10.1002/anie.201301341
1142,N#C[C@]1(CCc2ccc(nc12)c3ccccc3)Cc4occc4,8.507,1.0,0.05,10.1002/anie.202105452
1143,N#C[C@@]1(CCc2ccc(nc12)c3ccccc3)Cc4occc4,10.139,1.0,0.05,10.1002/anie.202105452
1144,Cc1ccc(cc1)[S](=O)(=O)N2C[C@@H](C=C)N(c3cc(Cl)c(F)cc3C2=O)[S](C)(=O)=O,7.19,1.0,0.3,10.1021/acscatal.1c04541
1145,Cc1ccc(cc1)[S](=O)(=O)N2C[C@H](C=C)N(c3cc(Cl)c(F)cc3C2=O)[S](C)(=O)=O,10.14,1.0,0.3,10.1021/acscatal.1c04541
1146,Cc1ccccc1[C@@H]2CCC3(C[C@@H]2O)OCCO3,7.56,1.0,0.1,10.1002/adsc.201300165
1147,CCCCCCCCCCCC[S@@](=O)c1ccc(cc1)C(F)(F)F,9.46,0.5,0.1,10.1021/jacs.8b00178
1148,CCCCCCCCCCCC[S@](=O)c1ccc(cc1)C(F)(F)F,10.15,0.5,0.1,10.1021/jacs.8b00178
1149,Cc1[nH]c(cc1)[C@@](C)(c2ccccc2)c3ccc(O)c(c3)C(C)(C)C,11.2,1.0,0.05,10.1002/anie.201506701
1150,Cc1[nH]c(cc1)[C@](C)(c2ccccc2)c3ccc(O)c(c3)C(C)(C)C,10.2,1.0,0.05,10.1002/anie.201506701
1151,COc1cccc(c1)[C@@H](C(=O)OCc2ccccc2)c3cc(C)n(Cc4ccccc4)c3C,11.5,0.7,0.2,10.1039/C7QO00815E
1152,COc1cccc(c1)[C@H](C(=O)OCc2ccccc2)c3cc(C)n(Cc4ccccc4)c3C,10.2,0.7,0.2,10.1039/C7QO00815E
1153,COc1cc(cc(OC)c1OC)[C@@H](C(=C)C(C)=O)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C,13.9,0.5,0.15,10.1021/acscatal.7b00030
1154,COc1cc(cc(OC)c1OC)[C@H](C(=C)C(C)=O)c2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C,10.2,0.5,0.15,10.1021/acscatal.7b00030
1155,CCC(COC(=O)[C@H](NC(=O)c1ccc(cc1)C(C)(C)C)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,14.89,1.0,0.3,10.1055/s/0030/1259711
1156,CCC(COC(=O)[C@@H](NC(=O)c1ccc(cc1)C(C)(C)C)c2ccc(Cl)cc2)(c3ccccc3)c4ccccc4,10.2,1.0,0.3,10.1055/s/0030/1259711
1157,C[C@@H]1CCC(=O)O[C@H]1CCc2ccc(F)cc2,8.4,1.0,0.1,10.1002/chem.201801197
1158,Cc1cccc(S[C@@](O)(C(=O)OC(C)(C)C)[Si](C)(c2ccccc2)c3ccccc3)c1,13.84,1.0,0.01,10.1039/D1SC01096D
1159,Cc1cccc(S[C@](O)(C(=O)OC(C)(C)C)[Si](C)(c2ccccc2)c3ccccc3)c1,10.22,1.0,0.01,10.1039/D1SC01096D
1160,COC(=O)c1ccc(cc1)[C@@H](c2ccccc2OC)C(F)(F)F,8.92,0.8,0.03,10.1002/anie.202008262
1161,COC(=O)c1ccc(cc1)[C@H](c2ccccc2OC)C(F)(F)F,10.23,0.8,0.03,10.1002/anie.202008262
1162,COc1ccccc1[P@@](=O)(CC(C)C)c2ccccc2,6.63,1.0,0.2,10.1021/jacs.9b11938
1163,COc1ccccc1[P@](=O)(CC(C)C)c2ccccc2,10.27,1.0,0.2,10.1021/jacs.9b11938
1164,O[C@]1(C#CC2=CCCCC2)C(=O)Nc3ccccc13,7.13,1.0,0.2,10.1021/acs.orglett.0c01486
1165,O[C@@]1(C#CC2=CCCCC2)C(=O)Nc3ccccc13,10.28,1.0,0.2,10.1021/acs.orglett.0c01486
1166,CC[C@H](O)[C@@H](C)N1CCOCC1,8.76,1.0,0.1,10.1021/ja901058u
1167,CCCCC[C@H](C=C)n1ccc2cc(C)ccc12,10.8,0.5,0.0,10.1002/chem.202004613
1168,CCCCC[C@@H](C=C)n1ccc2cc(C)ccc12,10.3,0.5,0.0,10.1002/chem.202004613
1169,Cc1ccc(cc1)[S](=O)(=O)N([C@@H]2N(c3cc(C)ccc3C2=C)[S](=O)(=O)C(F)(F)F)c4ccccc4,11.2,0.5,0.1,10.1002/anie.201904805
1170,Cc1ccc(cc1)[S](=O)(=O)N([C@H]2N(c3cc(C)ccc3C2=C)[S](=O)(=O)C(F)(F)F)c4ccccc4,10.3,0.5,0.1,10.1002/anie.201904805
1171,c1ccc(cc1)C2=C(c3ccccc3)[C@]4(C=Nc5ccccc45)c6ccccc26,11.2,0.6,0.05,10.1002/anie.202010164
1172,c1ccc(cc1)C2=C(c3ccccc3)[C@@]4(C=Nc5ccccc45)c6ccccc26,10.3,0.6,0.05,10.1002/anie.202010164
1173,C1Cc2ccccc2N[C@H]1c3ccccc3,11.8,0.5,0.1,10.1002/anie.201909479
1174,C1Cc2ccccc2N[C@@H]1c3ccccc3,10.3,0.5,0.1,10.1002/anie.201909479
1175,Cc1ccc(cc1)[S](=O)(=O)N([C@@H]2N(c3ccc(C)cc3C2=C)[S](=O)(=O)C(F)(F)F)c4ccccc4,11.9,0.5,0.1,10.1002/anie.201904805
1176,Cc1ccc(cc1)[S](=O)(=O)N([C@H]2N(c3ccc(C)cc3C2=C)[S](=O)(=O)C(F)(F)F)c4ccccc4,10.3,0.5,0.1,10.1002/anie.201904805
1177,CCOc1ccc2nc(SC[C@](C)(CNC(=O)c3cc(OC)c(OC)c(OC)c3)COCc4ccccc4)sc2c1,12.2,1.0,0.3,10.1021/jacs.5b03083
1178,CCOc1ccc2nc(SC[C@@](C)(CNC(=O)c3cc(OC)c(OC)c(OC)c3)COCc4ccccc4)sc2c1,10.3,1.0,0.3,10.1021/jacs.5b03083
1179,CCCC[C@@]1(N[S](=O)(=O)c2ccccc12)c3cccc(c3)C(=O)OC,14.9,0.7,0.4,10.1002/anie.201302861
1180,CCCC[C@]1(N[S](=O)(=O)c2ccccc12)c3cccc(c3)C(=O)OC,10.3,0.7,0.4,10.1002/anie.201302861
1181,C=CCN1C(=O)[C@H](Nc2ccccc12)c3ccccc3,15.9,1.0,0.2,10.1039/D0CC03091K
1182,C=CCN1C(=O)[C@@H](Nc2ccccc12)c3ccccc3,10.3,1.0,0.2,10.1039/D0CC03091K
1183,COC(=O)[C@H]1CCc2ccccc2N1,8.65,1.0,0.1,10.1002/adsc.201600390
1184,COC(=O)[C@@H]1CCc2ccccc2N1,10.3,1.0,0.1,10.1002/adsc.201600390
1185,OC(=O)[C@@H]1CCc2cc(F)ccc2O1,8.96,1.0,0.15,10.1002/anie.201301341
1186,OC(=O)[C@H]1CCc2cc(F)ccc2O1,10.3,1.0,0.15,10.1002/anie.201301341
1187,Clc1ccc(cc1)[C@]2(CCCCC2=O)c3ccccc3,9.3,1.0,0.01,10.1021/jacs.9b07514
1188,Clc1ccc(cc1)[C@@]2(CCCCC2=O)c3ccccc3,10.3,1.0,0.01,10.1021/jacs.9b07514
1189,C[C@@H]1Nc2ccccc2Oc3c(C)cccc13,9.7,0.5,0.2,10.1039/C1CC12263K
1190,C[C@H]1Nc2ccccc2Oc3c(C)cccc13,10.3,0.5,0.2,10.1039/C1CC12263K
1191,CON1[C@@H](Cc2n(Cc3ccccc3)c4ccccc4c2C1=O)\C=C\c5ccccc5,15.892,1.0,0.3,10.1021/acs.orglett.9b00216
1192,CON1[C@H](Cc2n(Cc3ccccc3)c4ccccc4c2C1=O)\C=C\c5ccccc5,10.311,1.0,0.3,10.1021/acs.orglett.9b00216
1193,CCC[P@](=O)(Cc1ccccc1)c2ccccc2C,13.11,1.0,0.1,10.1002/anie.202111957
1194,CCC[P@@](=O)(Cc1ccccc1)c2ccccc2C,10.35,1.0,0.1,10.1002/anie.202111957
1195,COc1ccc2n(C)cc([C@@H]3[C@H]([C@H](c4ccccc4)c5c(C)oc(c6ccccc6)c35)c7ccccc7)c2c1,22.86,0.6,0.02,10.1021/acs.orglett.8b02701
1196,CC(C)(C)N1[C@H](c2cccc(Cl)c2)C(=O)N(C1=O)C(C)(C)C,5.63,1.0,0.02,10.1021/jacs.7b12628
1197,CC(C)(C)N1[C@@H](c2cccc(Cl)c2)C(=O)N(C1=O)C(C)(C)C,10.35,1.0,0.02,10.1021/jacs.7b12628
1198,CC(=C/CO)/C#C[C@@]1(O)C(=O)Nc2ccccc12,9.02,1.0,0.25,10.1021/acs.orglett.0c01486
1199,CC(=C/CO)/C#C[C@]1(O)C(=O)Nc2ccccc12,10.35,1.0,0.25,10.1021/acs.orglett.0c01486
1200,CC(C)c1cc(C(C)C)c(C(=S)N2CCCC[C@@H]2c3ccc4ccccc4c3)c(c1)C(C)C,5.86,1.0,0.05,10.1002/anie.201812426
1201,CC(C)c1cc(C(C)C)c(C(=S)N2CCCC[C@H]2c3ccc4ccccc4c3)c(c1)C(C)C,10.38,1.0,0.05,10.1002/anie.201812426
1202,COc1cc(cc(OC)c1OC)C2=N[C@@](C(=O)O2)(c3ccccc3)[C@@]4(C)CC(C)(C)CO4,9.31,1.0,0.03,10.1016/j.tetlet.2011.08.123
1203,CCOc1ccccc1[C@H](c2ccc(cc2)C(=O)OC)C(F)(F)F,8.45,0.8,0.03,10.1002/anie.202008262
1204,CCOc1ccccc1[C@@H](c2ccc(cc2)C(=O)OC)C(F)(F)F,10.39,0.8,0.03,10.1002/anie.202008262
1205,C[C@@](C(O)=O)(c1ccccc1)c2ccc(cc2)c3ccccc3,9.46,1.0,0.1,10.1002/anie.202106109
1206,C[C@](C(O)=O)(c1ccccc1)c2ccc(cc2)c3ccccc3,10.39,1.0,0.1,10.1002/anie.202106109
1207,O=C(CNC(=O)[C@H](C\C=C\c1ccccc1)N=C(c2ccccc2)c3ccccc3)OCc4ccccc4,11.6,1.0,0.1,10.1021/jacs.7b05460
1208,O=C(CNC(=O)[C@@H](C\C=C\c1ccccc1)N=C(c2ccccc2)c3ccccc3)OCc4ccccc4,10.4,1.0,0.1,10.1021/jacs.7b05460
1209,O=C(CNC(=O)[C@H](C\C=C\c1ccccc1)N=C(c2ccccc2)c3ccccc3)OCc4ccccc4,11.6,1.0,0.1,10.1021/jacs.7b05460
1210,O=C(CNC(=O)[C@@H](C\C=C\c1ccccc1)N=C(c2ccccc2)c3ccccc3)OCc4ccccc4,10.4,1.0,0.1,10.1021/jacs.7b05460
1211,COC(=O)N1C(=O)[C@@](C)([C@H](C=C)c2ccccc2)c3cc(F)ccc13,11.7,1.0,0.05,10.1002/chem.202101267.
1212,Clc1ccc(cc1)C2=C(c3ccc(Cl)cc3)[C@]4(C=Nc5ccccc45)c6ccccc26,12.3,0.6,0.05,10.1002/anie.202010164
1213,Clc1ccc(cc1)C2=C(c3ccc(Cl)cc3)[C@@]4(C=Nc5ccccc45)c6ccccc26,10.4,0.6,0.05,10.1002/anie.202010164
1214,O[C@]1(Cc2ccccc2C1=O)[C@H](C=C)c3ccccc3,14.1,1.0,0.2,10.1021/acs.orglett.7b02577
1215,O[C@@]1(Cc2ccccc2C1=O)[C@H](C=C)c3ccccc3,10.4,1.0,0.2,10.1021/acs.orglett.7b02577
1216,CC[C@](C(Br)=C)(C(=O)c1ccccc1)c2ccccc2,15.43,0.5,0.03,10.1021/acscatal.9b02080
1217,CC[C@@](C(Br)=C)(C(=O)c1ccccc1)c2ccccc2,10.4,0.5,0.03,10.1021/acscatal.9b02080
1218,Cc1ccc(cc1)[S](=O)(=O)N[C@H]2Cc3ccccc3N[C@H]2c4ccc(cc4)C(C)(C)C,19.5,0.7,0.3,10.1021/ol500954j
1219,Cc1ccc(cc1)[S](=O)(=O)N[C@@H]2Cc3ccccc3N[C@H]2c4ccc(cc4)C(C)(C)C,10.4,0.7,0.3,10.1021/ol500954j
1220,C[C@@H]1CC[C@]2(C(=O)N(C)c3ccccc23)c4ccccc14,7.9,0.6,0.1,10.1021/acscatal.1c05008
1221,CC(=O)C(=C)[C@H](CC(=O)c1ccccc1)C(F)(F)F,8.2,1.0,0.05,10.1002/adsc.201700666
1222,CC(=O)C(=C)[C@@H](CC(=O)c1ccccc1)C(F)(F)F,10.4,1.0,0.05,10.1002/adsc.201700666
1223,COC(=O)C1(C[C@@H]2N(N([C@H](CCc3ccccc3)C=C2C1)C(=O)OC(C)(C)C)C(=O)Nc4ccc(Cl)cc4)C(=O)OC,8.5,1.0,0.2,10.1021/ja3110472
1224,C([C@@H]1Nc2ccccc2Oc3ccccc13)c4ccccc4,8.9,0.7,0.2,10.1039/C1CC12263K
1225,C([C@H]1Nc2ccccc2Oc3ccccc13)c4ccccc4,10.4,0.7,0.2,10.1039/C1CC12263K
1226,COc1cccc(c1)[C@@H]2CCC3(C[C@@H]2O)OCCO3,7.66,1.0,0.2,10.1002/adsc.201300165
1227,O[C@]1(C#CCCCCl)C(=O)Nc2ccccc12,8.5,1.0,0.2,10.1021/acs.orglett.0c01486
1228,O[C@@]1(C#CCCCCl)C(=O)Nc2ccccc12,10.46,1.0,0.2,10.1021/acs.orglett.0c01486
1229,COC(=O)c1ccc2O[C@H](CN(c2c1)[S](=O)(=O)c3ccc(C)cc3)C(C)=C,8.68,1.0,0.1,10.1002/anie.201712350
1230,COC(=O)c1ccc2O[C@@H](CN(c2c1)[S](=O)(=O)c3ccc(C)cc3)C(C)=C,10.47,1.0,0.1,10.1002/anie.201712350
1231,O[C@]1(C#Cc2ccc(cc2)C(F)(F)F)C(=O)Nc3ccccc13,8.38,1.0,0.2,10.1021/acs.orglett.0c01486
1232,O[C@@]1(C#Cc2ccc(cc2)C(F)(F)F)C(=O)Nc3ccccc13,10.49,1.0,0.2,10.1021/acs.orglett.0c01486
1233,COc1ccc(cc1)[C@](c2[nH]c3ccccc3c2)(c4ccccc4)c5ccccc5OC,11.3,1.0,0.03,10.1039/D1SC03324G
1234,COc1ccc(cc1)[C@@](c2[nH]c3ccccc3c2)(c4ccccc4)c5ccccc5OC,10.5,1.0,0.03,10.1039/D1SC03324G
1235,Cl[C@H]1CCCC[C@H]1c2cccc3ccccc23,11.9,0.5,0.005,10.1039/D0CC00480D
1236,Cl[C@@H]1CCCC[C@H]1c2cccc3ccccc23,10.5,0.5,0.005,10.1039/D0CC00480D
1237,CCCC[C@@H]1Nc2ccccc2C[C@H]1N[S](=O)(=O)c3ccc(C)cc3,12.3,0.8,0.25,10.1039/C4CC04386C
1238,C[C@@H](C(=O)OCc1ccccc1)c2c(C)n(Cc3ccccc3)c4ccccc24,12.9,0.7,0.1,10.1039/C6OB01516F
1239,C[C@H](C(=O)OCc1ccccc1)c2c(C)n(Cc3ccccc3)c4ccccc24,10.5,0.7,0.1,10.1039/C6OB01516F
1240,COc1cccc(c1)[C@H]2N[C@H](Cc3ccccc23)c4ccccc4,14.6,0.8,0.05,10.1021/acs.orglett.7b02502
1241,COc1cccc(c1)[C@@H]2N[C@H](Cc3ccccc23)c4ccccc4,10.5,0.8,0.05,10.1021/acs.orglett.7b02502
1242,FC(F)(F)[C@@]1(OC(=Nc2nccn12)c3ccccc3)c4ccccc4,16.9,1.0,0.3,10.1002/anie.202016506
1243,FC(F)(F)[C@]1(OC(=Nc2nccn12)c3ccccc3)c4ccccc4,10.5,1.0,0.3,10.1002/anie.202016506
1244,CCO[P](=O)(OCC)[C@@]12CC(=CC(=O)N1[S](=O)(=O)Oc3ccccc23)c4ccccc4,17.0,0.8,0.3,10.1039/C8QO00877A
1245,CCO[P](=O)(OCC)[C@]12CC(=CC(=O)N1[S](=O)(=O)Oc3ccccc23)c4ccccc4,10.5,0.8,0.3,10.1039/C8QO00877A
1246,O1[C@@H](c2ccccc2)c3c(oc(c4ccccc4)c3[C@H](N1c5ccccc5)c6ccccc6)c7ccccc7,28.8,0.8,0.3,10.1002/anie.201003136
1247,CCCCC\1=C2CCC[C@H]2[C@@H]3[C@@H](C(=O)OC3=O)C1=C/c4ccccc4,7.1,1.0,0.06,10.1021/jacs.0c02876
1248,COc1ccc2c(c1)N(C)C(=O)[C@]23C=CC(=C)c4ccccc34,8.4,0.7,0.2,10.1021/acscatal.1c05008
1249,COc1ccc2c(c1)N(C)C(=O)[C@@]23C=CC(=C)c4ccccc34,10.5,0.7,0.2,10.1021/acscatal.1c05008
1250,CC(C)c1cc(C(C)C)c(C(=S)N2CCCC[C@@H]2c3ccc(C)cc3)c(c1)C(C)C,5.51,1.0,0.05,10.1002/anie.201812426
1251,CC(C)c1cc(C(C)C)c(C(=S)N2CCCC[C@H]2c3ccc(C)cc3)c(c1)C(C)C,10.57,1.0,0.05,10.1002/anie.201812426
1252,CC(=O)C1=C(Cc2ccccc2)OC(=C([C@@H]1c3ccc(cc3)C(F)(F)F)C(=O)OCc4ccccc4)C,7.69,0.8,0.05,10.1002/adsc.201600591
1253,CC(=O)C1=C(Cc2ccccc2)OC(=C([C@H]1c3ccc(cc3)C(F)(F)F)C(=O)OCc4ccccc4)C,10.57,0.8,0.05,10.1002/adsc.201600591
1254,CON1[C@@H](Cc2n(C)c3ccccc3c2C1=O)\C=C\c4ccc(OC)cc4,15.295,1.0,0.3,10.1021/acs.orglett.9b00216
1255,CON1[C@H](Cc2n(C)c3ccccc3c2C1=O)\C=C\c4ccc(OC)cc4,10.594,1.0,0.3,10.1021/acs.orglett.9b00216
1256,Cc1cc2[C@H]3CCC(=C[C@H]3N(c2cc1C)[S](=O)(=O)C(F)(F)F)O[Si](C)(C)C(C)(C)C,10.0,0.5,0.0,10.1021/jacs.1c07212
1257,Cc1cc2[C@@H]3CCC(=C[C@H]3N(c2cc1C)[S](=O)(=O)C(F)(F)F)O[Si](C)(C)C(C)(C)C,10.6,0.5,0.0,10.1021/jacs.1c07212
1258,C[C@]1(CCCc2ccccc2)COc3ccccc13,11.1,0.5,0.005,10.1002/anie.201913367
1259,C[C@@]1(CCCc2ccccc2)COc3ccccc13,10.6,0.5,0.005,10.1002/anie.201913367
1260,O=C1CCC[C@H](C1)c2ccccc2,12.4,0.7,0.03,10.1016/j.tetlet.2016.03.072
1261,O=C1CCC[C@@H](C1)c2ccccc2,10.6,0.7,0.03,10.1016/j.tetlet.2016.03.072
1262,CCCC[C@@H]1Nc2ccccc2C[C@H]1N[S](=O)(=O)c3ccc(C)cc3,12.4,0.8,0.25,10.1021/ol500954j
1263,CN1C(=O)[C@H](Nc2ccccc12)c3ccccc3,13.5,1.0,0.2,10.1039/D0CC03091K
1264,CN1C(=O)[C@@H](Nc2ccccc12)c3ccccc3,10.6,1.0,0.2,10.1039/D0CC03091K
1265,CCOc1ccc2nc(SC[C@H](CN(C)C(c3ccccc3)c4ccccc4)n5ccc6ccc(Br)cc56)sc2c1,13.9,1.0,0.02,10.1002/anie.201712395
1266,CCOc1ccc2nc(SC[C@@H](CN(C)C(c3ccccc3)c4ccccc4)n5ccc6ccc(Br)cc56)sc2c1,10.6,1.0,0.02,10.1002/anie.201712395
1267,CCO[P](=O)(OCC)[C@]1(CC(=CC(=O)O1)c2ccccc2C)c3ccccc3,14.1,0.8,0.2,10.1039/C8CC03017K
1268,CCO[P](=O)(OCC)[C@@]1(CC(=CC(=O)O1)c2ccccc2C)c3ccccc3,10.6,0.8,0.2,10.1039/C8CC03017K
1269,OC[C@@H](CSc1sc2ccccc2n1)OCCCC=O,14.7,1.0,0.2,10.1002/anie.201300188
1270,OC[C@H](CSc1sc2ccccc2n1)OCCCC=O,10.6,1.0,0.2,10.1002/anie.201300188
1271,CC(C)OC(=O)[C@H](CC(=O)c1ccccc1)N2N=CC=CC2=O,9.25,1.0,0.3,10.1016/j.isci.2020.101138
1272,CC(C)OC(=O)[C@@H](CC(=O)c1ccccc1)N2N=CC=CC2=O,10.6,1.0,0.3,10.1016/j.isci.2020.101138
1273,N#C[C@]1(CCc2cc(cnc12)C3=CCCCC3)Cc4ccccc4,11.64,1.0,0.05,10.1002/anie.202105452
1274,N#C[C@@]1(CCc2cc(cnc12)C3=CCCCC3)Cc4ccccc4,10.622,1.0,0.05,10.1002/anie.202105452
1275,CCOC(=O)N1[C@H]2CC(=C/N(c3ccccc3)[S](=O)(=O)c4ccc(C)cc4)/[C@H](C=C2c5cc(C)ccc15)c6ccccc6,14.91,0.8,0.3,10.1039/C5SC01827G
1276,CCOC(=O)N1[C@@H]2CC(=C/N(c3ccccc3)[S](=O)(=O)c4ccc(C)cc4)/[C@H](C=C2c5cc(C)ccc15)c6ccccc6,10.64,0.8,0.3,10.1039/C5SC01827G
1277,COc1ccc2c(ccc3N(C)C(=O)[C@@]4(C=Cc5ccccc5C4=O)c23)c1,23.33,1.0,0.3,10.1002/chem.201501583
1278,COc1ccc2c(ccc3N(C)C(=O)[C@]4(C=Cc5ccccc5C4=O)c23)c1,10.68,1.0,0.3,10.1002/chem.201501583
1279,CCC(CC)(CC[C@@]1(C)COc2cc(C)c(cc12)C(C)C)CC(=O)c3ccccc3,10.0,0.7,0.01,10.1021/acs.orglett.1c03739
1280,CCC(CC)(CC[C@]1(C)COc2cc(C)c(cc12)C(C)C)CC(=O)c3ccccc3,10.7,0.7,0.01,10.1021/acs.orglett.1c03739
1281,C[C@@]1(COc2ccccc12)CC#Cc3cccc(F)c3,11.5,0.5,0.01,10.1002/anie.201913367
1282,C[C@]1(COc2ccccc12)CC#Cc3cccc(F)c3,10.7,0.5,0.01,10.1002/anie.201913367
1283,F[C@H](CCc1ccccc1)C(=O)NNc2ccccc2,12.1,1.0,0.3,10.1002/anie.201409961
1284,F[C@@H](CCc1ccccc1)C(=O)NNc2ccccc2,10.7,1.0,0.3,10.1002/anie.201409961
1285,Cc1ccc2CCN[C@@H](c3ccccc3)c2c1,12.5,0.7,0.3,10.1002/cjoc.201700634
1286,Cc1ccc2CCN[C@H](c3ccccc3)c2c1,10.7,0.7,0.3,10.1002/cjoc.201700634
1287,Cc1ccc2CCN[C@H](c3ccccc3)c2c1,12.5,0.7,0.3,10.1002/cjoc.201700634
1288,Cc1ccc2CCN[C@@H](c3ccccc3)c2c1,10.7,0.7,0.3,10.1002/cjoc.201700634
1289,Cc1ccc2CCN[C@H](c3ccccc3)c2c1,12.5,0.7,0.3,10.1021/jacs.5b06659
1290,Cc1ccc2CCN[C@@H](c3ccccc3)c2c1,10.7,0.7,0.3,10.1021/jacs.5b06659
1291,CN1C(=O)[C@H](Nc2ccccc12)c3ccc(C)cc3,14.3,1.0,0.2,10.1039/D0CC03091K
1292,CN1C(=O)[C@@H](Nc2ccccc12)c3ccc(C)cc3,10.7,1.0,0.2,10.1039/D0CC03091K
1293,CCCc1ccc(cc1)/C=C/[P@](=O)(c2ccccc2C)C(C)(C)C,8.3,1.0,0.2,10.1039/D1QO01819A
1294,CCCc1ccc(cc1)/C=C/[P@@](=O)(c2ccccc2C)C(C)(C)C,10.7,1.0,0.2,10.1039/D1QO01819A
1295,O[C@]1(C#Cc2ccccc2)C(=O)Nc3ccc(Cl)cc13,9.43,1.0,0.1,10.1021/acs.orglett.0c01486
1296,O[C@@]1(C#Cc2ccccc2)C(=O)Nc3ccc(Cl)cc13,10.7,1.0,0.1,10.1021/acs.orglett.0c01486
1297,CC(C)(C)N1[C@H](c2ccc(Cl)cc2)C(=O)N(C1=O)C(C)(C)C,5.2,1.0,0.05,10.1021/jacs.7b12628
1298,CC(C)(C)N1[C@@H](c2ccc(Cl)cc2)C(=O)N(C1=O)C(C)(C)C,10.71,1.0,0.05,10.1021/jacs.7b12628
1299,F[C@H](\C=C\c1ccccc1)C(=O)OCC#C,10.0,1.0,0.03,10.1002/anie.201204521
1300,F[C@@H](\C=C\c1ccccc1)C(=O)OCC#C,10.8,1.0,0.03,10.1002/anie.201204521
1301,C[C@@]1(COc2ccccc12)CC#Cc3ccc(cc3)C(F)(F)F,11.2,0.5,0.01,10.1002/anie.201913367
1302,C[C@]1(COc2ccccc12)CC#Cc3ccc(cc3)C(F)(F)F,10.8,0.5,0.01,10.1002/anie.201913367
1303,CC[C@](O)(CC(=O)c1ccc(Cl)cc1)C(F)(F)F,11.7,0.8,0.05,10.1021/acscatal.8b02543
1304,CC[C@@](O)(CC(=O)c1ccc(Cl)cc1)C(F)(F)F,10.8,0.8,0.05,10.1021/acscatal.8b02543
1305,CC[C@@]1(N(c2ccc(C)cc2C1=C)[S](=O)(=O)C(F)(F)F)c3ccc(cc3)C(=O)OC,12.5,0.5,0.05,10.1002/anie.201904805
1306,CC[C@]1(N(c2ccc(C)cc2C1=C)[S](=O)(=O)C(F)(F)F)c3ccc(cc3)C(=O)OC,10.8,0.5,0.05,10.1002/anie.201904805
1307,CCO[P](=O)(OCC)[C@]1(CC(=CC(=O)O1)C2CCCCC2)c3ccccc3,14.0,0.6,0.2,10.1039/C8CC03017K
1308,CCO[P](=O)(OCC)[C@@]1(CC(=CC(=O)O1)C2CCCCC2)c3ccccc3,10.8,0.6,0.2,10.1039/C8CC03017K
1309,CC(=O)C(Br)(CBr)[C@H](CC(=O)c1ccc(Br)cc1)C(F)(F)F,9.4,1.0,0.03,10.1002/adsc.201700666
1310,CC(=O)C(Br)(CBr)[C@@H](CC(=O)c1ccc(Br)cc1)C(F)(F)F,10.8,1.0,0.03,10.1002/adsc.201700666
1311,CC(=C)[C@@H]1CN([C@@H](N(c2ccc(Br)cc2)[S](=O)(=O)c3ccc(C)cc3)C1=C)[S](=O)(=O)c4ccc(C)cc4,8.79,0.8,0.3,10.1002/anie.201605530
1312,CCOC(=O)[C@@]1(O[C@H]([C@@H]([C@H]1c2ccccc2)C(=O)C(=O)OC)c3ccccc3)c4cccc(C)c4,6.99,1.0,0.1,10.1039/D1SC01019K
1313,CCCCCCCCCCCC[S@@](=O)c1ccc(C=O)cc1,9.95,1.0,0.1,10.1021/jacs.8b00178
1314,CCCCCCCCCCCC[S@](=O)c1ccc(C=O)cc1,10.82,1.0,0.1,10.1021/jacs.8b00178
1315,COC(=O)c1ccc(cc1)[C@@H](c2cccc(C)c2)C(F)(F)F,8.92,0.8,0.03,10.1002/anie.202008262
1316,COC(=O)c1ccc(cc1)[C@H](c2cccc(C)c2)C(F)(F)F,10.84,0.8,0.03,10.1002/anie.202008262
1317,CC(C)OC(=O)C1=C[C@@]2(Oc3ccccc3[C@@H]2C1)[N+]([O-])=O,10.27,0.5,0.1,10.1002/anie.201900036
1318,FC(F)(F)[C@H](CC(=O)C1=CCCCC1)N2N=CC=CC2=O,8.09,1.0,0.2,10.1016/j.isci.2020.101138
1319,FC(F)(F)[C@@H](CC(=O)C1=CCCCC1)N2N=CC=CC2=O,10.87,1.0,0.2,10.1016/j.isci.2020.101138
1320,FC(F)(F)[C@@H](CC(=O)c1cccc2ccccc12)N3N=CC=CC3=O,8.34,1.0,0.2,10.1016/j.isci.2020.101138
1321,FC(F)(F)[C@H](CC(=O)c1cccc2ccccc12)N3N=CC=CC3=O,10.875,1.0,0.2,10.1016/j.isci.2020.101138
